GO:0000014	GO:0004520
GO:0015190	GO:0015175
GO:0015190	GO:0015179
GO:0015190	GO:0015658
GO:0015194	GO:0015179
GO:0015194	GO:0022889
GO:0015207	GO:0005345
GO:0015216	GO:0015215
GO:0015220	GO:0015101
GO:0015230	GO:0008514
GO:0015230	GO:0015215
GO:0015232	GO:0022857
GO:0015245	GO:0005319
GO:0015245	GO:0008028
GO:0015247	GO:0005548
GO:0015247	GO:0140327
GO:0015248	GO:0005319
GO:0015267	GO:0022803
GO:0015278	GO:0005217
GO:0015278	GO:0099604
GO:0015288	GO:0022829
GO:0015293	GO:0015291
GO:0015295	GO:0015078
GO:0015295	GO:0015294
GO:0015296	GO:0015103
GO:0015296	GO:0015294
GO:0015297	GO:0015291
GO:0015299	GO:0015078
GO:0015299	GO:0015298
GO:0015301	GO:0140323
GO:0015347	GO:0008514
GO:0015347	GO:0015291
GO:0015347	GO:0022853
GO:0015349	GO:0015291
GO:0015367	GO:0015139
GO:0015367	GO:0015140
GO:0015367	GO:0015301
GO:0015369	GO:0005451
GO:0015369	GO:0015368
GO:0015369	GO:0051139
GO:0015377	GO:0015296
GO:0015379	GO:0015079
GO:0015379	GO:0015377
GO:0015420	GO:0090482
GO:0015420	GO:0140359
GO:0015431	GO:0140359
GO:0015431	GO:1901682
GO:0015432	GO:0015125
GO:0015432	GO:0033285
GO:0015432	GO:0034040
GO:0015432	GO:0140359
GO:0015459	GO:0099106
GO:0015485	GO:0032934
GO:0015485	GO:0043178
GO:0015562	GO:0022857
GO:0015594	GO:0015417
GO:0015594	GO:0015489
GO:0015594	GO:0022853
GO:0015631	GO:0008092
GO:0015643	GO:0005488
GO:0015662	GO:0022853
GO:0015662	GO:0140358
GO:0016004	GO:0060229
GO:0016018	GO:0042277
GO:0016149	GO:0003747
GO:0016150	GO:0003747
GO:0016154	GO:0016763
GO:0016174	GO:0050664
GO:0016176	GO:0008047
GO:0016208	GO:0032559
GO:0016208	GO:0043168
GO:0016208	GO:0043169
GO:0016212	GO:0036137
GO:0016213	GO:0016215
GO:0016230	GO:0016004
GO:0016231	GO:0004563
GO:0016247	GO:0098772
GO:0016250	GO:0016826
GO:0016251	GO:0140223
GO:0016262	GO:0008375
GO:0016262	GO:0140096
GO:0016274	GO:0008276
GO:0016274	GO:0016273
GO:0016279	GO:0008276
GO:0016279	GO:0016278
GO:0016290	GO:0047617
GO:0016298	GO:0016788
GO:0016301	GO:0016772
GO:0016303	GO:0035004
GO:0016303	GO:0052742
GO:0016308	GO:0016307
GO:0016312	GO:0052745
GO:0016401	GO:0003997
GO:0016404	GO:0016616
GO:0016405	GO:0016877
GO:0016407	GO:0016747
GO:0016409	GO:0016747
GO:0016410	GO:0016747
GO:0016422	GO:0008174
GO:0016423	GO:0008175
GO:0016423	GO:0008757
GO:0016427	GO:0008175
GO:0016427	GO:0008757
GO:0016428	GO:0016427
GO:0016435	GO:0008649
GO:0016491	GO:0003824
GO:0016504	GO:0061134
GO:0016508	GO:0016836
GO:0016530	GO:0140104
GO:0016531	GO:0016530
GO:0016538	GO:0019887
GO:0016594	GO:0016597
GO:0016594	GO:0031406
GO:0016594	GO:0043169
GO:0016595	GO:0016597
GO:0016595	GO:0031406
GO:0016597	GO:0043177
GO:0016616	GO:0016614
GO:0016618	GO:0016616
GO:0016627	GO:0016491
GO:0016655	GO:0016651
GO:0016661	GO:0016491
GO:0016671	GO:0016667
GO:0016684	GO:0016491
GO:0016706	GO:0016705
GO:0016706	GO:0051213
GO:0016709	GO:0004497
GO:0016709	GO:0016705
GO:0016717	GO:0016705
GO:0016723	GO:0016722
GO:0016740	GO:0003824
GO:0016746	GO:0016740
GO:0016747	GO:0016746
GO:0016757	GO:0016740
GO:0016773	GO:0016772
GO:0016779	GO:0016772
GO:0016783	GO:0016782
GO:0016787	GO:0003824
GO:0016788	GO:0016787
GO:0016790	GO:0016788
GO:0016791	GO:0042578
GO:0016798	GO:0016787
GO:0016799	GO:0016798
GO:0016805	GO:0008238
GO:0016810	GO:0016787
GO:0016811	GO:0016810
GO:0016818	GO:0016817
GO:0016829	GO:0003824
GO:0016830	GO:0016829
GO:0016831	GO:0016830
GO:0016836	GO:0016835
GO:0016846	GO:0016829
GO:0016853	GO:0003824
GO:0016859	GO:0016853
GO:0016874	GO:0003824
GO:0016878	GO:0016877
GO:0016887	GO:0017111
GO:0016887	GO:0140657
GO:0016891	GO:0004521
GO:0016891	GO:0016893
GO:0016892	GO:0004521
GO:0016892	GO:0016894
GO:0016920	GO:0008234
GO:0016920	GO:0008242
GO:0016922	GO:0061629
GO:0016936	GO:0097367
GO:0016937	GO:0003995
GO:0016971	GO:0015035
GO:0016971	GO:0016972
GO:0016997	GO:0004553
GO:0017005	GO:0070259
GO:0017022	GO:0008092
GO:0017025	GO:0140296
GO:0017040	GO:0016811
GO:0017041	GO:0004553
GO:0017046	GO:0042277
GO:0017046	GO:0042562
GO:0017056	GO:0005198
GO:0017057	GO:0052689
GO:0017061	GO:0004731
GO:0017064	GO:0016811
GO:0017069	GO:0003723
GO:0017070	GO:0017069
GO:0017075	GO:0019905
GO:0017076	GO:0000166
GO:0017077	GO:0022857
GO:0017080	GO:0099106
GO:0017111	GO:0016462
GO:0017116	GO:0003678
GO:0017124	GO:0019904
GO:0017128	GO:0005548
GO:0017128	GO:0140303
GO:0017134	GO:0019838
GO:0017136	GO:0004407
GO:0017136	GO:0034979
GO:0017147	GO:0005515
GO:0017150	GO:0016627
GO:0017150	GO:0140101
GO:0017162	GO:0005102
GO:0017162	GO:0061629
GO:0017166	GO:0008092
GO:0017168	GO:0016812
GO:0018024	GO:0016279
GO:0018024	GO:0042054
GO:0018423	GO:0003880
GO:0018423	GO:0008757
GO:0018455	GO:0016616
GO:0018477	GO:0019115
GO:0018477	GO:0033721
GO:0018478	GO:0016620
GO:0018479	GO:0004029
GO:0018479	GO:0019115
GO:0019003	GO:0032561
GO:0019003	GO:0043168
GO:0019103	GO:0000166
GO:0019144	GO:0016462
GO:0019145	GO:0004029
GO:0019153	GO:0016671
GO:0019158	GO:0004396
GO:0019166	GO:0016628
GO:0019207	GO:0030234
GO:0019208	GO:0030234
GO:0019209	GO:0019207
GO:0019212	GO:0019208
GO:0019213	GO:0016787
GO:0019215	GO:0044877
GO:0019237	GO:1990837
GO:0019239	GO:0016787
GO:0019705	GO:0019107
GO:0019705	GO:0019707
GO:0019706	GO:0016409
GO:0019706	GO:0019707
GO:0019778	GO:0008641
GO:0019779	GO:0008641
GO:0019780	GO:0008641
GO:0019781	GO:0008641
GO:0019784	GO:0019783
GO:0019787	GO:0016740
GO:0019787	GO:0140096
GO:0019788	GO:0019787
GO:0019789	GO:0019787
GO:0019797	GO:0019798
GO:0019797	GO:0031544
GO:0019810	GO:0019808
GO:0019810	GO:0043169
GO:0019825	GO:0036094
GO:0019826	GO:0019825
GO:0019826	GO:0140299
GO:0019828	GO:0004866
GO:0019829	GO:0022853
GO:0019829	GO:0022890
GO:0019829	GO:0042626
GO:0019834	GO:0004859
GO:0019838	GO:0005515
GO:0019842	GO:0036094
GO:0019843	GO:0003723
GO:0019869	GO:0017081
GO:0019870	GO:0008200
GO:0019870	GO:0015459
GO:0019887	GO:0019207
GO:0019888	GO:0019208
GO:0019894	GO:0008092
GO:0019899	GO:0005515
GO:0019900	GO:0019899
GO:0019901	GO:0019900
GO:0019902	GO:0019899
GO:0019903	GO:0019902
GO:0019904	GO:0005515
GO:0019905	GO:0000149
GO:0019948	GO:0008641
GO:0019957	GO:0019956
GO:0019960	GO:0019956
GO:0019966	GO:0019838
GO:0019966	GO:0019955
GO:0020037	GO:0046906
GO:0022857	GO:0005215
GO:0022889	GO:0008324
GO:0022889	GO:0008514
GO:0022889	GO:0015175
GO:0023026	GO:0023023
GO:0023030	GO:0023025
GO:0023030	GO:0023029
GO:0030020	GO:0005201
GO:0030060	GO:0016615
GO:0030060	GO:0016616
GO:0030145	GO:0046914
GO:0030151	GO:0046914
GO:0030156	GO:0005102
GO:0030159	GO:0035591
GO:0030165	GO:0019904
GO:0030169	GO:0071813
GO:0030170	GO:0043168
GO:0030170	GO:0070279
GO:0030215	GO:0005102
GO:0030234	GO:0098772
GO:0030235	GO:0030234
GO:0030246	GO:0005488
GO:0030247	GO:0030246
GO:0030267	GO:0106345
GO:0030274	GO:0019904
GO:0030276	GO:0005515
GO:0030291	GO:0004860
GO:0030292	GO:0004860
GO:0030293	GO:0030292
GO:0030293	GO:0030547
GO:0030295	GO:0019209
GO:0030295	GO:0019887
GO:0030296	GO:0030295
GO:0030305	GO:0004553
GO:0030331	GO:0016922
GO:0030332	GO:0005515
GO:0030346	GO:0019903
GO:0030348	GO:0019905
GO:0030351	GO:0052827
GO:0030374	GO:0003713
GO:0030377	GO:0038023
GO:0030414	GO:0061134
GO:0030507	GO:0008092
GO:0030507	GO:0044877
GO:0030515	GO:0003723
GO:0030544	GO:0031072
GO:0030548	GO:0099602
GO:0030552	GO:0030551
GO:0030552	GO:0032559
GO:0030552	GO:0043168
GO:0030619	GO:0017069
GO:0030620	GO:0017069
GO:0030621	GO:0017069
GO:0030622	GO:0017069
GO:0030623	GO:0017069
GO:0030624	GO:0017069
GO:0030627	GO:0036002
GO:0030674	GO:0060090
GO:0030695	GO:0060589
GO:0030729	GO:0016405
GO:0030729	GO:0016878
GO:0030742	GO:0005515
GO:0030881	GO:0005515
GO:0030911	GO:0019904
GO:0030942	GO:0005048
GO:0030943	GO:0005048
GO:0030955	GO:0031420
GO:0030971	GO:0005102
GO:0030971	GO:1990782
GO:0030976	GO:0019842
GO:0030976	GO:0043168
GO:0030976	GO:0043169
GO:0030976	GO:0050997
GO:0030976	GO:0097159
GO:0030976	GO:1901363
GO:0030976	GO:1901681
GO:0030983	GO:0003690
GO:0030984	GO:0005515
GO:0031005	GO:0008092
GO:0031072	GO:0005515
GO:0031210	GO:0005543
GO:0031210	GO:0043169
GO:0031210	GO:0050997
GO:0031267	GO:0051020
GO:0031369	GO:0005515
GO:0031386	GO:0003674
GO:0031402	GO:0031420
GO:0031403	GO:0031420
GO:0031404	GO:0043168
GO:0031406	GO:0043168
GO:0031418	GO:0019842
GO:0031418	GO:0031406
GO:0031418	GO:0043177
GO:0031418	GO:0048029
GO:0031418	GO:0097159
GO:0031418	GO:1901363
GO:0031419	GO:0019842
GO:0031419	GO:0046906
GO:0031434	GO:0019901
GO:0031435	GO:0019901
GO:0031489	GO:0017022
GO:0031490	GO:0003677
GO:0031490	GO:0003682
GO:0031491	GO:0003682
GO:0031491	GO:0044877
GO:0031492	GO:0031490
GO:0031492	GO:0031491
GO:0031493	GO:0031491
GO:0031493	GO:0042393
GO:0031543	GO:0016706
GO:0031543	GO:0140096
GO:0031545	GO:0031543
GO:0031593	GO:0140030
GO:0031624	GO:0044390
GO:0031625	GO:0044389
GO:0031683	GO:0044877
GO:0031685	GO:0001664
GO:0031690	GO:0001664
GO:0031691	GO:0031690
GO:0031692	GO:0031690
GO:0031698	GO:0031690
GO:0031701	GO:0001664
GO:0031702	GO:0031701
GO:0031720	GO:0005515
GO:0031721	GO:0030492
GO:0031728	GO:0048020
GO:0031730	GO:0048020
GO:0031748	GO:0050780
GO:0031762	GO:0001664
GO:0031826	GO:0031821
GO:0031852	GO:0031628
GO:0031859	GO:0001664
GO:0031871	GO:0001664
GO:0031957	GO:0015645
GO:0031957	GO:0016405
GO:0031994	GO:0005520
GO:0031995	GO:0005520
GO:0031996	GO:0019899
GO:0032036	GO:0017022
GO:0032041	GO:0017136
GO:0032041	GO:0031078
GO:0032050	GO:0030276
GO:0032051	GO:0030276
GO:0032052	GO:0033293
GO:0032137	GO:0030983
GO:0032139	GO:0032135
GO:0032142	GO:0032138
GO:0032143	GO:0032138
GO:0032181	GO:0032139
GO:0032182	GO:0005515
GO:0032183	GO:0032182
GO:0032266	GO:1901981
GO:0032356	GO:0003684
GO:0032357	GO:0032356
GO:0032358	GO:0032356
GO:0032405	GO:0032404
GO:0032407	GO:0032404
GO:0032450	GO:0004558
GO:0032451	GO:0003824
GO:0032452	GO:0140457
GO:0032453	GO:0032452
GO:0032454	GO:0032452
GO:0032542	GO:0016209
GO:0032542	GO:0016667
GO:0032549	GO:0001882
GO:0032767	GO:0005515
GO:0032791	GO:0046872
GO:0032794	GO:0005515
GO:0032795	GO:0044877
GO:0032813	GO:0005126
GO:0032934	GO:0005496
GO:0032977	GO:0140597
GO:0033149	GO:0019904
GO:0033204	GO:0003723
GO:0033328	GO:0000268
GO:0033558	GO:0019213
GO:0033558	GO:0140096
GO:0033737	GO:0016903
GO:0033857	GO:0016301
GO:0033857	GO:0016776
GO:0033885	GO:0016791
GO:0033989	GO:0016836
GO:0034040	GO:0005319
GO:0034040	GO:0042626
GO:0034046	GO:0070717
GO:0034185	GO:0005515
GO:0034186	GO:0034185
GO:0034235	GO:0035091
GO:0034235	GO:0051861
GO:0034236	GO:0019901
GO:0034236	GO:0051018
GO:0034237	GO:0051018
GO:0034246	GO:0003700
GO:0034417	GO:0034416
GO:0034431	GO:0004551
GO:0034432	GO:0004551
GO:0034450	GO:0061630
GO:0034452	GO:0008092
GO:0034458	GO:0003724
GO:0034485	GO:0034594
GO:0034485	GO:0034595
GO:0034511	GO:0030515
GO:0034512	GO:0030515
GO:0034513	GO:0030515
GO:0034594	GO:0052866
GO:0034595	GO:0052866
GO:0034596	GO:0052866
GO:0034597	GO:0034596
GO:0034597	GO:0106019
GO:0034602	GO:0034601
GO:0034604	GO:0034603
GO:0034618	GO:0016597
GO:0034618	GO:0031406
GO:0034618	GO:0043169
GO:0034634	GO:0008514
GO:0034634	GO:0042937
GO:0034634	GO:0072349
GO:0034634	GO:1901682
GO:0034979	GO:0033558
GO:0034986	GO:0016530
GO:0034988	GO:0034987
GO:0034988	GO:0044877
GO:0035004	GO:0016301
GO:0035005	GO:0016307
GO:0035005	GO:0035004
GO:0035033	GO:0030234
GO:0035035	GO:0019899
GO:0035064	GO:0042393
GO:0035064	GO:0140034
GO:0035091	GO:0005543
GO:0035174	GO:0004674
GO:0035174	GO:0035173
GO:0035197	GO:0061980
GO:0035198	GO:0061980
GO:0035241	GO:0016274
GO:0035242	GO:0016274
GO:0035243	GO:0016274
GO:0035251	GO:0008194
GO:0035251	GO:0046527
GO:0035252	GO:0008194
GO:0035252	GO:0042285
GO:0035254	GO:0005102
GO:0035255	GO:0035254
GO:0035259	GO:0016922
GO:0035325	GO:0005102
GO:0035373	GO:0005539
GO:0035373	GO:0043394
GO:0035373	GO:1901681
GO:0035374	GO:0005539
GO:0035374	GO:1901681
GO:0035402	GO:0035184
GO:0035473	GO:0019899
GO:0035497	GO:0000978
GO:0035529	GO:0004551
GO:0035539	GO:0047429
GO:0035591	GO:0030674
GO:0035597	GO:0035596
GO:0035612	GO:0044877
GO:0035613	GO:0003723
GO:0035615	GO:0030276
GO:0035615	GO:0140312
GO:0035639	GO:0043168
GO:0035639	GO:1901265
GO:0035642	GO:0008469
GO:0035650	GO:0044877
GO:0035730	GO:1901681
GO:0035731	GO:0005488
GO:0035755	GO:0004620
GO:0035755	GO:0008081
GO:0035798	GO:0032440
GO:0035851	GO:0019904
GO:0035877	GO:0019904
GO:0035925	GO:0003730
GO:0036041	GO:0005504
GO:0036042	GO:0000062
GO:0036054	GO:0016811
GO:0036055	GO:0016811
GO:0036094	GO:0005488
GO:0036105	GO:0033328
GO:0036121	GO:0003678
GO:0036132	GO:0016616
GO:0036139	GO:0016706
GO:0036139	GO:0140096
GO:0036140	GO:0016706
GO:0036140	GO:0140096
GO:0036185	GO:0016616
GO:0036218	GO:0047429
GO:0036221	GO:0047429
GO:0036310	GO:0140657
GO:0036310	GO:1990814
GO:0036402	GO:0140657
GO:0036424	GO:0016791
GO:0036435	GO:0031593
GO:0036463	GO:0005035
GO:0036487	GO:0030235
GO:0038023	GO:0060089
GO:0038024	GO:0003674
GO:0038064	GO:0004888
GO:0038132	GO:0019838
GO:0042030	GO:0140678
GO:0042043	GO:0005102
GO:0042054	GO:0008276
GO:0042056	GO:0048018
GO:0042134	GO:0019843
GO:0042162	GO:0043565
GO:0042169	GO:0019904
GO:0042171	GO:0071617
GO:0042277	GO:0033218
GO:0042288	GO:0042287
GO:0042296	GO:0019787
GO:0042300	GO:0031559
GO:0042301	GO:0043168
GO:0042356	GO:0016616
GO:0042393	GO:0005515
GO:0042500	GO:0004190
GO:0042577	GO:0016791
GO:0042602	GO:0016646
GO:0042605	GO:0003823
GO:0042605	GO:0042277
GO:0042608	GO:0005102
GO:0042608	GO:0044877
GO:0042609	GO:0005102
GO:0042625	GO:0042626
GO:0042626	GO:0015399
GO:0042626	GO:0140657
GO:0042781	GO:0016891
GO:0042781	GO:0140101
GO:0042800	GO:0018024
GO:0042802	GO:0005515
GO:0042803	GO:0042802
GO:0042803	GO:0046983
GO:0042805	GO:0008092
GO:0042809	GO:0016922
GO:0042813	GO:0004888
GO:0042826	GO:0019899
GO:0042834	GO:0005539
GO:0042903	GO:0016811
GO:0042903	GO:0033558
GO:0042910	GO:0022857
GO:0042974	GO:0016922
GO:0042975	GO:0005102
GO:0043008	GO:0005515
GO:0043014	GO:0015631
GO:0043015	GO:0015631
GO:0043021	GO:0044877
GO:0043022	GO:0043021
GO:0043023	GO:0043021
GO:0043024	GO:0043021
GO:0043027	GO:0004869
GO:0043027	GO:0043028
GO:0043047	GO:0042162
GO:0043047	GO:0098847
GO:0043130	GO:0032182
GO:0043138	GO:0003678
GO:0043139	GO:0003678
GO:0043175	GO:0070063
GO:0043177	GO:0036094
GO:0043178	GO:0036094
GO:0043183	GO:0005172
GO:0043184	GO:0005172
GO:0043225	GO:0015103
GO:0043225	GO:0022853
GO:0043225	GO:0042626
GO:0043236	GO:0005515
GO:0043236	GO:0050840
GO:0043237	GO:0043236
GO:0043274	GO:0019899
GO:0043295	GO:0043168
GO:0043295	GO:0072341
GO:0043295	GO:1900750
GO:0043295	GO:1901681
GO:0043325	GO:0043168
GO:0043395	GO:0043394
GO:0043395	GO:1901681
GO:0043398	GO:0019904
GO:0043422	GO:0019901
GO:0043425	GO:0140297
GO:0043426	GO:0043425
GO:0043495	GO:0030674
GO:0043515	GO:0005488
GO:0043522	GO:0030275
GO:0043530	GO:0016811
GO:0043531	GO:0032559
GO:0043531	GO:0043168
GO:0043532	GO:0005515
GO:0043533	GO:0043168
GO:0043533	GO:0043178
GO:0043539	GO:0030295
GO:0043546	GO:0097159
GO:0043546	GO:1901363
GO:0043560	GO:0005515
GO:0043565	GO:0003677
GO:0043621	GO:0005515
GO:0043715	GO:0016862
GO:0043716	GO:0016791
GO:0043727	GO:0016831
GO:0043734	GO:0016706
GO:0043812	GO:0034596
GO:0043812	GO:0052744
GO:0043813	GO:0034595
GO:0043813	GO:0106018
GO:0043874	GO:0016791
GO:0043878	GO:0016620
GO:0044020	GO:0008469
GO:0044183	GO:0003674
GO:0044323	GO:0000978
GO:0044325	GO:0005515
GO:0044388	GO:0019899
GO:0044389	GO:0019899
GO:0044390	GO:0019899
GO:0044540	GO:0016846
GO:0044548	GO:0005515
GO:0044594	GO:0004303
GO:0044715	GO:0017110
GO:0044716	GO:0017110
GO:0044729	GO:0003690
GO:0044877	GO:0005488
GO:0045027	GO:0003677
GO:0045127	GO:0019200
GO:0045148	GO:0004177
GO:0045148	GO:0034701
GO:0045159	GO:0017022
GO:0045182	GO:0003674
GO:0045236	GO:0042379
GO:0045294	GO:0005515
GO:0045295	GO:0005515
GO:0045296	GO:0050839
GO:0045309	GO:0051219
GO:0045322	GO:0043565
GO:0045340	GO:0046914
GO:0045485	GO:0016705
GO:0045503	GO:0005515
GO:0045504	GO:0005515
GO:0045505	GO:0005515
GO:0045515	GO:0005126
GO:0045545	GO:0043394
GO:0045569	GO:0005515
GO:0046030	GO:0052745
GO:0046332	GO:0005515
GO:0046403	GO:0098518
GO:0046404	GO:0051733
GO:0046404	GO:0051734
GO:0046526	GO:0016616
GO:0046526	GO:0031320
GO:0046527	GO:0016758
GO:0046554	GO:0016615
GO:0046554	GO:0016616
GO:0046703	GO:0005102
GO:0046872	GO:0043169
GO:0046873	GO:0022890
GO:0046875	GO:0005102
GO:0046899	GO:0016776
GO:0046899	GO:0019205
GO:0046914	GO:0046872
GO:0046922	GO:0008417
GO:0046922	GO:0140096
GO:0046933	GO:0015252
GO:0046933	GO:0016874
GO:0046934	GO:0035004
GO:0046934	GO:0052813
GO:0046935	GO:0035014
GO:0046936	GO:0019239
GO:0046943	GO:0005342
GO:0046961	GO:0009678
GO:0046961	GO:0019829
GO:0046961	GO:0044769
GO:0046965	GO:0042974
GO:0046966	GO:0016922
GO:0046969	GO:0017136
GO:0046969	GO:0032129
GO:0046974	GO:0018024
GO:0046976	GO:0018024
GO:0046982	GO:0046983
GO:0046983	GO:0005515
GO:0047024	GO:0033764
GO:0047105	GO:0016620
GO:0047134	GO:0015035
GO:0047134	GO:0016668
GO:0047144	GO:0008374
GO:0047144	GO:0042171
GO:0047159	GO:0008374
GO:0047166	GO:0008374
GO:0047184	GO:0008374
GO:0047191	GO:0008374
GO:0047192	GO:0016413
GO:0047280	GO:0016763
GO:0047315	GO:0036137
GO:0047322	GO:0004672
GO:0047323	GO:0004672
GO:0047372	GO:0016298
GO:0047372	GO:0052689
GO:0047389	GO:0008081
GO:0047391	GO:0008081
GO:0047429	GO:0016462
GO:0047453	GO:0016836
GO:0047485	GO:0005515
GO:0047499	GO:0004623
GO:0047522	GO:0016628
GO:0047560	GO:0016616
GO:0047617	GO:0016289
GO:0047620	GO:0016301
GO:0047620	GO:0016773
GO:0047631	GO:0016462
GO:0047655	GO:0016616
GO:0047676	GO:0004467
GO:0047693	GO:0047429
GO:0047747	GO:0016405
GO:0047747	GO:0016878
GO:0047760	GO:0016405
GO:0047760	GO:0016878
GO:0047777	GO:0016833
GO:0047780	GO:0016836
GO:0047801	GO:0008483
GO:0047804	GO:0016846
GO:0047834	GO:0016616
GO:0047844	GO:0016814
GO:0047844	GO:0019239
GO:0047847	GO:0016763
GO:0047918	GO:0016857
GO:0047931	GO:0016301
GO:0047931	GO:0016773
GO:0047934	GO:0047936
GO:0047935	GO:0047936
GO:0047939	GO:0016616
GO:0047941	GO:0016616
GO:0047956	GO:1990042
GO:0048019	GO:0005102
GO:0048019	GO:0030547
GO:0048027	GO:0003729
GO:0048029	GO:0030246
GO:0048029	GO:0036094
GO:0048038	GO:0005488
GO:0048039	GO:0048038
GO:0048156	GO:0008092
GO:0048273	GO:0051019
GO:0048306	GO:0005515
GO:0048407	GO:0019838
GO:0048408	GO:0019838
GO:0048408	GO:0042562
GO:0048487	GO:0015631
GO:0048495	GO:0005102
GO:0050048	GO:0008483
GO:0050051	GO:0016712
GO:0050072	GO:0016462
GO:0050197	GO:0016405
GO:0050197	GO:0016878
GO:0050200	GO:0016747
GO:0050218	GO:0016405
GO:0050218	GO:0016878
GO:0050252	GO:0008374
GO:0050255	GO:0016616
GO:0050265	GO:0070569
GO:0050265	GO:0140098
GO:0050291	GO:0016410
GO:0050295	GO:0008422
GO:0050321	GO:0004672
GO:0050405	GO:0004672
GO:0050421	GO:0016662
GO:0050421	GO:0098809
GO:0050431	GO:0019838
GO:0050431	GO:0019955
GO:0050560	GO:0004812
GO:0050567	GO:0016884
GO:0050567	GO:0140101
GO:0050577	GO:0016616
GO:0050613	GO:0016628
GO:0050633	GO:0016408
GO:0050633	GO:0019107
GO:0050660	GO:0000166
GO:0050660	GO:0043168
GO:0050661	GO:0000166
GO:0050681	GO:0016922
GO:0050699	GO:0019904
GO:0050733	GO:0019904
GO:0050750	GO:0070325
GO:0050811	GO:0005102
GO:0050815	GO:0045309
GO:0050816	GO:0045309
GO:0050839	GO:0005515
GO:0050840	GO:0005488
GO:0050897	GO:0046914
GO:0050998	GO:0019899
GO:0051008	GO:0031072
GO:0051010	GO:0008017
GO:0051011	GO:0008017
GO:0051015	GO:0003779
GO:0051015	GO:0044877
GO:0051018	GO:0005515
GO:0051019	GO:0019901
GO:0051020	GO:0019899
GO:0051021	GO:0005515
GO:0051059	GO:0061629
GO:0051082	GO:0005515
GO:0051087	GO:0005515
GO:0051117	GO:0019899
GO:0051213	GO:0016491
GO:0051219	GO:0005515
GO:0051287	GO:0000166
GO:0051371	GO:0051393
GO:0051393	GO:0042805
GO:0051400	GO:0019904
GO:0051425	GO:0019904
GO:0051430	GO:0051429
GO:0051433	GO:0051400
GO:0051434	GO:0051400
GO:0051434	GO:0070513
GO:0051536	GO:0051540
GO:0051537	GO:0051536
GO:0051538	GO:0051536
GO:0051539	GO:0051536
GO:0051575	GO:0016835
GO:0051575	GO:0140097
GO:0051717	GO:0052743
GO:0051721	GO:0019903
GO:0051722	GO:0051723
GO:0051723	GO:0052689
GO:0051723	GO:0140096
GO:0051731	GO:0016773
GO:0051731	GO:0019205
GO:0051750	GO:0016863
GO:0051786	GO:0016627
GO:0051787	GO:0005515
GO:0051870	GO:0031406
GO:0051870	GO:0033218
GO:0051870	GO:0043177
GO:0051870	GO:0097159
GO:0051870	GO:1901363
GO:0051879	GO:0031072
GO:0051880	GO:0003677
GO:0051959	GO:0005515
GO:0051990	GO:0016614
GO:0051998	GO:0008276
GO:0051998	GO:0010340
GO:0052591	GO:0052590
GO:0052629	GO:0106018
GO:0052642	GO:0016791
GO:0052650	GO:0008106
GO:0052654	GO:0004084
GO:0052655	GO:0004084
GO:0052656	GO:0004084
GO:0052657	GO:0106130
GO:0052658	GO:0046030
GO:0052659	GO:0052743
GO:0052666	GO:0016427
GO:0052689	GO:0016788
GO:0052692	GO:0004557
GO:0052723	GO:0000828
GO:0052724	GO:0000828
GO:0052735	GO:0016427
GO:0052742	GO:0016301
GO:0052742	GO:0016773
GO:0052745	GO:0016791
GO:0052794	GO:0004308
GO:0052795	GO:0004308
GO:0052796	GO:0004308
GO:0052810	GO:0052742
GO:0052812	GO:0052813
GO:0052826	GO:0004446
GO:0052832	GO:0052834
GO:0052833	GO:0052834
GO:0052840	GO:0016462
GO:0052842	GO:0016462
GO:0052851	GO:0000293
GO:0052851	GO:0016723
GO:0052855	GO:0016836
GO:0052905	GO:0009019
GO:0052909	GO:0000179
GO:0055102	GO:0004857
GO:0055105	GO:0004857
GO:0055105	GO:0055106
GO:0055131	GO:0019904
GO:0060001	GO:0000146
GO:0060090	GO:0003674
GO:0060703	GO:0004857
GO:0061133	GO:0016504
GO:0061133	GO:0061135
GO:0061463	GO:0019213
GO:0061547	GO:0016772
GO:0061575	GO:0016538
GO:0061575	GO:0043539
GO:0061578	GO:0101005
GO:0061598	GO:0070566
GO:0061599	GO:0016740
GO:0061608	GO:0140142
GO:0061629	GO:0140297
GO:0061630	GO:0004842
GO:0061630	GO:0061659
GO:0061631	GO:0004842
GO:0061631	GO:0061650
GO:0061632	GO:0008047
GO:0061649	GO:0042393
GO:0061649	GO:0140036
GO:0061656	GO:0019789
GO:0061656	GO:0061650
GO:0061657	GO:0061650
GO:0061657	GO:0071568
GO:0061665	GO:0019789
GO:0061665	GO:0061659
GO:0061666	GO:0061659
GO:0061666	GO:0071568
GO:0061676	GO:0005515
GO:0061697	GO:0016811
GO:0061711	GO:0016747
GO:0061733	GO:0034212
GO:0061733	GO:0140096
GO:0061752	GO:0003723
GO:0061821	GO:0062037
GO:0061863	GO:0016740
GO:0061863	GO:0140096
GO:0062076	GO:0016215
GO:0062105	GO:0008171
GO:0062105	GO:0008173
GO:0062152	GO:0008174
GO:0062153	GO:0003723
GO:0070004	GO:0008234
GO:0070004	GO:0008238
GO:0070006	GO:0004177
GO:0070006	GO:0008235
GO:0070016	GO:0019904
GO:0070026	GO:0005488
GO:0070034	GO:0003723
GO:0070037	GO:0008649
GO:0070053	GO:0038023
GO:0070061	GO:0048029
GO:0070063	GO:0019899
